,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
4306,TXN_9997620,Cookie,2,1.0,2.0,Cash,DK/NS,2023-12-11
4307,TXN_2830671,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-11-08
4308,TXN_7876619,DK/NS,2,3.0,6.0,Cash,In-store,2023-09-27
4309,TXN_5898238,Coffee,5,2.0,10.0,Credit Card,DK/NS,2023-06-29
4310,TXN_5337074,Cookie,3,1.0,3.0,Credit Card,In-store,2023-01-12
4311,TXN_9774186,Tea,3,1.5,4.5,DK/NS,DK/NS,2023-07-03
4312,TXN_8619494,Coffee,2,2.0,4.0,Digital Wallet,In-store,
4313,TXN_7268802,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-04-10
4314,TXN_3894735,Juice,5,3.0,15.0,DK/NS,DK/NS,2023-03-10
4315,TXN_1842981,Tea,5,1.5,7.5,Credit Card,DK/NS,2023-04-12
4316,TXN_1720238,Salad,5,5.0,25.0,DK/NS,Takeaway,2023-05-08
4317,TXN_8520687,Salad,5,5.0,25.0,DK/NS,Takeaway,2023-04-21
4318,TXN_5793417,Sandwich,2,4.0,8.0,Digital Wallet,In-store,2023-12-29
4319,TXN_2927909,Cake,4,3.0,12.0,Credit Card,DK/NS,2023-10-04
4320,TXN_3412484,Cake,4,3.0,12.0,DK/NS,Takeaway,2023-09-06
4321,TXN_3754190,DK/NS,3,3.0,9.0,Digital Wallet,In-store,
4322,TXN_4048203,Smoothie,2,4.0,8.0,DK/NS,Takeaway,2023-12-13
4323,TXN_9181224,Sandwich,5,4.0,20.0,Cash,DK/NS,
4324,TXN_6841304,Cake,1,3.0,3.0,DK/NS,DK/NS,2023-03-13
4325,TXN_2156454,Cookie,5,1.0,5.0,DK/NS,In-store,2023-08-17
4326,TXN_2001807,DK/NS,5,4.0,20.0,DK/NS,In-store,2023-08-10
4327,TXN_4781960,Juice,1,3.0,3.0,Digital Wallet,DK/NS,2023-03-28
4328,TXN_4381404,Salad,5,5.0,25.0,DK/NS,DK/NS,2023-08-15
4329,TXN_8406851,DK/NS,2,3.0,6.0,DK/NS,In-store,2023-09-09
4330,TXN_3982257,Coffee,2,2.0,4.0,Digital Wallet,DK/NS,2023-07-23
4331,TXN_1463795,Coffee,5,2.0,10.0,Credit Card,DK/NS,2023-08-04
4332,TXN_7454894,Tea,1,1.5,1.5,Cash,Takeaway,2023-07-25
4333,TXN_5930304,Sandwich,2,4.0,8.0,Digital Wallet,DK/NS,2023-11-02
4334,TXN_4249989,Coffee,4,2.0,8.0,Digital Wallet,DK/NS,2023-01-22
4335,TXN_2957017,Sandwich,5,4.0,20.0,Cash,In-store,2023-06-13
4336,TXN_2733833,Cake,4,3.0,12.0,DK/NS,In-store,2023-09-09
4337,TXN_6585794,Smoothie,5,4.0,20.0,Credit Card,In-store,2023-02-15
4338,TXN_5721846,Cookie,3,1.0,3.0,Cash,Takeaway,2023-04-14
4339,TXN_6487493,Salad,3,5.0,15.0,Cash,In-store,2023-03-13
4340,TXN_4476636,Coffee,3,2.0,6.0,Credit Card,In-store,
4341,TXN_1197495,Juice,5,3.0,15.0,DK/NS,Takeaway,
4342,TXN_9395087,Tea,1,1.5,1.5,Cash,In-store,2023-06-12
4343,TXN_4477559,Juice,5,3.0,15.0,Credit Card,DK/NS,2023-10-02
4344,TXN_5542033,Sandwich,3,4.0,12.0,Digital Wallet,DK/NS,2023-06-26
4345,TXN_8850984,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-05-27
4346,TXN_1710823,Salad,2,5.0,10.0,Credit Card,DK/NS,2023-01-27
4347,TXN_6575440,Tea,1,1.5,1.5,Cash,DK/NS,2023-02-05
4348,TXN_5225537,Tea,5,1.5,7.5,Digital Wallet,DK/NS,2023-11-04
4349,TXN_1583315,Cookie,3,1.0,3.0,DK/NS,Takeaway,2023-10-17
4350,TXN_8130122,Sandwich,2,4.0,8.0,DK/NS,In-store,2023-10-23
4351,TXN_3587444,Juice,2,3.0,6.0,Credit Card,DK/NS,2023-02-03
4352,TXN_7053280,Coffee,5,2.0,10.0,DK/NS,In-store,2023-05-28
4353,TXN_9407000,Sandwich,4,4.0,16.0,DK/NS,Takeaway,2023-10-03
4354,TXN_3017917,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-08-31
4355,TXN_8090925,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-07-11
4356,TXN_7738013,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-11-28
4357,TXN_8542781,Cake,2,3.0,6.0,DK/NS,DK/NS,2023-05-18
4358,TXN_6617283,Tea,4,1.5,6.0,Digital Wallet,DK/NS,2023-06-09
4359,TXN_1461221,Salad,2,5.0,10.0,Cash,In-store,2023-04-30
4360,TXN_2056358,Coffee,3,2.0,6.0,Cash,In-store,2023-09-17
4361,TXN_1858674,Smoothie,2,4.0,8.0,DK/NS,In-store,2023-04-09
4362,TXN_2251009,Cookie,5,1.0,5.0,DK/NS,DK/NS,2023-04-02
4363,TXN_5616473,Sandwich,4,4.0,16.0,Cash,DK/NS,2023-07-28
4364,TXN_7022398,Sandwich,4,4.0,16.0,DK/NS,DK/NS,2023-12-23
4365,TXN_2615514,Cookie,5,1.0,5.0,Digital Wallet,DK/NS,
4366,TXN_7379939,Cookie,1,1.0,1.0,Cash,DK/NS,2023-04-21
4367,TXN_7331525,Cake,2,3.0,6.0,DK/NS,DK/NS,
4368,TXN_1004184,Smoothie,1,4.0,4.0,Credit Card,In-store,2023-05-18
4369,TXN_4141868,Tea,3,1.5,4.5,Credit Card,DK/NS,2023-02-08
4370,TXN_9871971,Smoothie,3,4.0,12.0,DK/NS,Takeaway,2023-10-06
4371,TXN_4168771,Coffee,5,2.0,10.0,Digital Wallet,DK/NS,2023-08-02
4372,TXN_6328925,Salad,4,5.0,20.0,Credit Card,DK/NS,2023-09-05
4373,TXN_1226662,Salad,1,5.0,5.0,DK/NS,In-store,2023-06-17
4374,TXN_7562171,Tea,1,1.5,1.5,DK/NS,In-store,2023-09-02
4375,TXN_6843677,Coffee,4,2.0,8.0,DK/NS,Takeaway,2023-09-09
4376,TXN_2980632,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-01-14
4377,TXN_2609762,Coffee,5,2.0,10.0,DK/NS,Takeaway,2023-07-26
4378,TXN_7253734,Sandwich,5,4.0,20.0,Digital Wallet,DK/NS,2023-09-28
4379,TXN_6679600,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-03-15
4380,TXN_8722854,Juice,1,3.0,3.0,Credit Card,Takeaway,
4381,TXN_8279992,Juice,5,3.0,15.0,DK/NS,DK/NS,2023-07-03
4382,TXN_5722123,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-11-23
4383,TXN_3446174,Cake,5,3.0,15.0,Cash,DK/NS,2023-10-31
4384,TXN_3518261,Sandwich,2,4.0,8.0,Digital Wallet,DK/NS,2023-08-05
4385,TXN_5927925,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-11-02
4386,TXN_5101593,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-01-25
4387,TXN_1578981,Cake,1,3.0,3.0,Cash,In-store,2023-05-15
4388,TXN_7876388,Cookie,4,1.0,4.0,Cash,In-store,2023-10-05
4389,TXN_5939363,Tea,5,1.5,7.5,Credit Card,In-store,2023-02-14
4390,TXN_1636908,Cake,4,3.0,12.0,Digital Wallet,DK/NS,2023-10-17
4391,TXN_5221688,Coffee,2,2.0,4.0,Cash,DK/NS,2023-07-03
4392,TXN_1196923,Smoothie,2,4.0,8.0,DK/NS,DK/NS,2023-04-27
4393,TXN_8944698,Coffee,3,2.0,6.0,Credit Card,DK/NS,2023-09-15
4394,TXN_8167275,Salad,5,5.0,25.0,DK/NS,DK/NS,
4395,TXN_2167159,Cake,2,3.0,6.0,Cash,DK/NS,2023-04-06
4396,TXN_7811387,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-11-30
4397,TXN_1884923,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-05-11
4398,TXN_8215595,Tea,2,1.5,3.0,Cash,DK/NS,2023-11-23
4399,TXN_7618171,Cake,5,3.0,15.0,Cash,DK/NS,
4400,TXN_9857674,Tea,5,1.5,7.5,DK/NS,Takeaway,2023-06-12
4401,TXN_7389626,Tea,2,1.5,3.0,DK/NS,DK/NS,
4402,TXN_6035512,Cake,5,3.0,15.0,Cash,Takeaway,2023-02-19
4403,TXN_1398769,Smoothie,1,4.0,4.0,Cash,In-store,2023-06-02
4404,TXN_6874354,Sandwich,4,4.0,16.0,Credit Card,DK/NS,2023-03-23
4405,TXN_9690711,Cookie,2,1.0,2.0,Credit Card,In-store,2023-09-13
4406,TXN_5620636,Tea,4,1.5,6.0,DK/NS,In-store,2023-06-12
4407,TXN_7234224,Cake,3,3.0,9.0,DK/NS,DK/NS,2023-10-31
4408,TXN_3844347,Sandwich,4,4.0,16.0,Cash,DK/NS,2023-10-04
4409,TXN_4507533,Cake,1,3.0,3.0,Digital Wallet,DK/NS,2023-08-31
4410,TXN_7636238,Sandwich,4,4.0,16.0,Credit Card,DK/NS,2023-03-27
4411,TXN_8913153,Smoothie,2,4.0,8.0,Credit Card,DK/NS,2023-09-02
4412,TXN_7595206,Sandwich,5,4.0,20.0,Credit Card,In-store,2023-12-02
4413,TXN_8424592,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-11-09
4414,TXN_1769882,DK/NS,3,3.0,9.0,DK/NS,Takeaway,2023-03-17
4415,TXN_2000406,Cake,2,3.0,6.0,Credit Card,DK/NS,2023-06-06
4416,TXN_3105786,Smoothie,3,4.0,12.0,DK/NS,In-store,2023-10-04
4417,TXN_7820220,Cake,3,3.0,9.0,Credit Card,In-store,2023-03-16
4418,TXN_5880883,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-02-02
4419,TXN_4447856,Smoothie,2,4.0,8.0,Cash,Takeaway,2023-09-11
4420,TXN_6613909,Cake,4,3.0,12.0,Credit Card,In-store,2023-06-30
4421,TXN_5331924,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-06-30
4422,TXN_9090433,Cookie,2,1.0,2.0,Cash,DK/NS,2023-07-12
4423,TXN_9393467,DK/NS,5,3.0,15.0,Cash,DK/NS,2023-09-25
4424,TXN_9811033,Cookie,3,1.0,3.0,Cash,Takeaway,2023-11-30
4425,TXN_5452419,Coffee,4,2.0,8.0,Cash,In-store,2023-01-25
4426,TXN_5384343,Juice,1,3.0,3.0,Credit Card,DK/NS,2023-03-29
4427,TXN_6580743,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-12-18
4428,TXN_8361821,Tea,5,1.5,7.5,Cash,In-store,2023-06-30
4429,TXN_2103626,Juice,3,3.0,9.0,Cash,In-store,2023-04-23
4430,TXN_1891141,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-10-25
4431,TXN_1252575,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-10-16
4432,TXN_5354721,DK/NS,5,3.0,15.0,DK/NS,Takeaway,2023-09-07
4433,TXN_6723498,Salad,3,5.0,15.0,DK/NS,Takeaway,2023-01-28
4434,TXN_1852224,Tea,4,1.5,6.0,Cash,Takeaway,2023-01-06
4435,TXN_5247378,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-16
4436,TXN_8786479,Coffee,4,2.0,8.0,DK/NS,DK/NS,2023-05-29
4437,TXN_5108439,Salad,2,5.0,10.0,DK/NS,In-store,2023-05-06
4438,TXN_4993989,Smoothie,2,4.0,8.0,DK/NS,DK/NS,2023-11-15
4439,TXN_8004510,Cake,3,3.0,9.0,Cash,Takeaway,2023-12-29
4440,TXN_8541473,Coffee,3,2.0,6.0,DK/NS,DK/NS,2023-08-02
4441,TXN_8917822,Cake,2,3.0,6.0,Digital Wallet,DK/NS,2023-12-12
4442,TXN_8108731,Juice,5,3.0,15.0,DK/NS,DK/NS,2023-08-13
4443,TXN_4570750,Coffee,1,2.0,2.0,Cash,Takeaway,2023-05-18
4444,TXN_1190151,Juice,5,3.0,15.0,Digital Wallet,DK/NS,2023-08-14
4445,TXN_8304002,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-05-02
4446,TXN_4341764,Coffee,2,2.0,4.0,Cash,DK/NS,2023-12-02
4447,TXN_1751183,DK/NS,5,4.0,20.0,Credit Card,DK/NS,2023-12-25
4448,TXN_2112333,Cookie,2,1.0,2.0,Credit Card,In-store,
4449,TXN_1046384,Smoothie,1,4.0,4.0,Cash,DK/NS,2023-06-09
4450,TXN_1736630,Tea,5,1.5,7.5,Credit Card,DK/NS,2023-07-16
4451,TXN_8287437,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-03-16
4452,TXN_4153132,Salad,3,5.0,15.0,Digital Wallet,DK/NS,2023-03-21
4453,TXN_3243410,Tea,2,1.5,3.0,DK/NS,DK/NS,2023-10-30
4454,TXN_3061634,Coffee,1,2.0,2.0,Digital Wallet,DK/NS,2023-03-17
4455,TXN_7433308,Salad,4,5.0,20.0,Cash,Takeaway,2023-02-14
4456,TXN_6991736,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-11-07
4457,TXN_7334272,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-07-07
4458,TXN_8120577,DK/NS,3,3.0,9.0,Cash,In-store,2023-09-08
4459,TXN_9072093,Cookie,1,1.0,1.0,DK/NS,DK/NS,2023-03-06
4460,TXN_4705417,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-12-14
4461,TXN_8145970,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-10-26
4462,TXN_1910553,Smoothie,5,4.0,20.0,Cash,DK/NS,2023-10-01
4463,TXN_9115899,Cake,2,3.0,6.0,Credit Card,In-store,2023-02-23
4464,TXN_2785563,Juice,5,3.0,15.0,Cash,Takeaway,
4465,TXN_6020552,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-01-14
4466,TXN_7970906,Coffee,4,2.0,8.0,DK/NS,In-store,2023-03-07
4467,TXN_5317458,Salad,2,5.0,10.0,Credit Card,DK/NS,2023-01-22
4468,TXN_6913384,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-09-18
4469,TXN_1910487,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-08-14
4470,TXN_6142549,Juice,3,3.0,9.0,Digital Wallet,DK/NS,2023-03-12
4471,TXN_7266318,Sandwich,1,4.0,4.0,DK/NS,In-store,2023-01-16
4472,TXN_4390911,Salad,2,5.0,10.0,Digital Wallet,DK/NS,2023-12-19
4473,TXN_1445532,Coffee,3,2.0,6.0,Cash,Takeaway,2023-03-03
4474,TXN_8841996,Sandwich,2,4.0,8.0,DK/NS,DK/NS,2023-12-09
4475,TXN_9814511,DK/NS,1,3.0,3.0,Credit Card,DK/NS,2023-01-05
4476,TXN_2563505,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-10-27
4477,TXN_5183674,Coffee,2,2.0,4.0,Digital Wallet,DK/NS,2023-04-13
4478,TXN_6748199,Salad,2,5.0,10.0,Cash,DK/NS,2023-07-23
4479,TXN_3463281,Cake,5,3.0,15.0,DK/NS,Takeaway,2023-10-06
4480,TXN_5795475,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-09-21
4481,TXN_2322399,Salad,4,5.0,20.0,DK/NS,Takeaway,2023-04-15
4482,TXN_5865534,Smoothie,4,4.0,16.0,Digital Wallet,DK/NS,2023-10-16
4483,TXN_7060144,Cake,5,3.0,15.0,Credit Card,DK/NS,
4484,TXN_5159669,Tea,4,1.5,6.0,Credit Card,DK/NS,2023-09-30
4485,TXN_4268051,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-05-05
4486,TXN_8120958,Cookie,5,1.0,5.0,Credit Card,DK/NS,2023-06-21
4487,TXN_6126149,Tea,2,1.5,3.0,DK/NS,DK/NS,
4488,TXN_5530097,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-12-19
4489,TXN_7805241,Salad,4,5.0,20.0,DK/NS,DK/NS,2023-04-16
4490,TXN_2427834,Tea,4,1.5,6.0,DK/NS,In-store,2023-06-15
4491,TXN_6949949,Salad,3,5.0,15.0,DK/NS,DK/NS,2023-05-14
4492,TXN_9094261,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-05-15
4493,TXN_5661323,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-05-06
4494,TXN_2356583,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-11-30
4495,TXN_4248711,Smoothie,1,4.0,4.0,Cash,DK/NS,2023-08-01
4496,TXN_6270766,Cookie,1,1.0,1.0,DK/NS,In-store,2023-11-10
4497,TXN_9697154,Tea,3,1.5,4.5,Credit Card,In-store,2023-10-08
4498,TXN_6381860,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-08-21
4499,TXN_6028331,Cake,4,3.0,12.0,Cash,DK/NS,2023-10-22
4500,TXN_8830924,Tea,2,1.5,3.0,Credit Card,DK/NS,2023-10-25
4501,TXN_3866156,Coffee,4,2.0,8.0,DK/NS,Takeaway,2023-02-28
4502,TXN_6872833,Coffee,1,2.0,2.0,DK/NS,DK/NS,2023-11-02
4503,TXN_6405210,Coffee,4,2.0,8.0,Cash,DK/NS,2023-08-11
4504,TXN_4740952,Tea,4,1.5,6.0,DK/NS,Takeaway,2023-02-21
4505,TXN_6321174,Tea,4,1.5,6.0,Digital Wallet,DK/NS,2023-12-09
4506,TXN_5613875,Tea,5,1.5,7.5,DK/NS,In-store,
4507,TXN_6052901,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-08-16
4508,TXN_1253619,Juice,5,3.0,15.0,DK/NS,DK/NS,2023-05-25
4509,TXN_5537517,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-10-27
4510,TXN_5496019,Cookie,5,1.0,5.0,Cash,In-store,2023-11-26
4511,TXN_4579666,Smoothie,2,4.0,8.0,DK/NS,DK/NS,2023-10-23
4512,TXN_6359281,Coffee,2,2.0,4.0,Credit Card,DK/NS,2023-09-16
4513,TXN_3620122,Sandwich,1,4.0,4.0,Cash,In-store,2023-05-06
4514,TXN_8367716,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-02-03
4515,TXN_6779763,Cookie,1,1.0,1.0,Credit Card,DK/NS,2023-04-25
4516,TXN_1985142,Smoothie,3,4.0,12.0,Digital Wallet,DK/NS,
4517,TXN_8385321,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-02-08
4518,TXN_5345258,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-03-13
4519,TXN_8932759,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-09-01
4520,TXN_6958638,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-11-27
4521,TXN_3898665,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-03-07
4522,TXN_4996304,Coffee,2,2.0,4.0,Credit Card,DK/NS,2023-08-17
4523,TXN_9566593,Cake,2,3.0,6.0,Digital Wallet,DK/NS,2023-09-30
4524,TXN_4808700,Cookie,4,1.0,4.0,Cash,Takeaway,2023-01-13
4525,TXN_5776252,Tea,4,1.5,6.0,Cash,Takeaway,2023-08-11
4526,TXN_5673476,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-02-09
4527,TXN_6363733,Tea,1,1.5,1.5,DK/NS,Takeaway,2023-10-25
4528,TXN_5297995,Tea,5,1.5,7.5,DK/NS,In-store,2023-07-04
4529,TXN_8049635,Salad,3,5.0,15.0,Cash,DK/NS,2023-11-16
4530,TXN_2881529,DK/NS,1,3.0,3.0,DK/NS,In-store,2023-07-04
4531,TXN_3459927,Cookie,5,1.0,5.0,Digital Wallet,In-store,2023-07-20
4532,TXN_6478968,Salad,2,5.0,10.0,DK/NS,DK/NS,2023-09-12
4533,TXN_4135861,Salad,2,5.0,10.0,Credit Card,DK/NS,2023-03-16
4534,TXN_2031545,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-05-02
4535,TXN_4676976,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-05-26
4536,TXN_7421018,Sandwich,4,4.0,16.0,Digital Wallet,DK/NS,2023-08-26
4537,TXN_8239121,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-05-11
4538,TXN_1435192,Cake,2,3.0,6.0,DK/NS,DK/NS,2023-06-18
4539,TXN_5364052,Sandwich,2,4.0,8.0,Credit Card,DK/NS,2023-02-05
4540,TXN_8345649,Cookie,5,1.0,5.0,Cash,DK/NS,2023-08-23
4541,TXN_8560548,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-09-02
4542,TXN_2345332,Tea,3,1.5,4.5,DK/NS,In-store,2023-07-05
4543,TXN_9389434,Cake,5,3.0,15.0,DK/NS,In-store,2023-06-16
4544,TXN_1240476,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-04-20
4545,TXN_8345092,Smoothie,1,4.0,4.0,Credit Card,DK/NS,2023-07-24
4546,TXN_5849947,Sandwich,5,4.0,20.0,Cash,DK/NS,2023-02-02
4547,TXN_8227648,Tea,3,1.5,4.5,DK/NS,Takeaway,2023-05-31
4548,TXN_7800602,Tea,1,1.5,1.5,Cash,DK/NS,2023-04-30
4549,TXN_5926836,Cake,5,3.0,15.0,DK/NS,In-store,2023-08-07
4550,TXN_4397994,Cookie,5,1.0,5.0,DK/NS,Takeaway,2023-09-26
4551,TXN_1585827,Cake,3,3.0,9.0,Credit Card,In-store,2023-09-30
4552,TXN_3384640,Salad,4,5.0,20.0,DK/NS,Takeaway,2023-10-17
4553,TXN_1990029,Tea,4,1.5,6.0,Credit Card,In-store,2023-11-18
4554,TXN_5796131,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-09-30
4555,TXN_5166412,Cookie,4,1.0,4.0,DK/NS,Takeaway,2023-06-17
4556,TXN_7804740,Smoothie,2,4.0,8.0,Digital Wallet,DK/NS,2023-10-19
4557,TXN_9082461,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-05-30
4558,TXN_6665881,Juice,2,3.0,6.0,Credit Card,DK/NS,2023-07-04
4559,TXN_4046039,Juice,5,3.0,15.0,DK/NS,In-store,2023-04-20
4560,TXN_8447640,Sandwich,5,4.0,20.0,Cash,In-store,2023-06-12
4561,TXN_3042768,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-09-07
4562,TXN_4664329,Tea,2,1.5,3.0,Credit Card,Takeaway,2023-01-06
4563,TXN_7442492,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-07-23
4564,TXN_8664335,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-06-12
4565,TXN_7379007,Cake,2,3.0,6.0,DK/NS,Takeaway,
4566,TXN_1434857,Cake,5,3.0,15.0,DK/NS,In-store,2023-01-13
4567,TXN_1700374,Sandwich,5,4.0,20.0,DK/NS,In-store,2023-08-11
4568,TXN_8383484,DK/NS,2,3.0,6.0,DK/NS,DK/NS,2023-12-20
4569,TXN_1261028,Juice,3,3.0,9.0,DK/NS,In-store,2023-10-27
4570,TXN_1478016,Cookie,4,1.0,4.0,DK/NS,In-store,2023-08-04
4571,TXN_5321145,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-08-29
4572,TXN_3884995,Juice,5,3.0,15.0,Cash,In-store,2023-12-25
4573,TXN_4178488,Sandwich,3,4.0,12.0,Cash,In-store,2023-05-08
4574,TXN_4826214,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-11-23
4575,TXN_2579157,Sandwich,1,4.0,4.0,DK/NS,DK/NS,2023-09-27
4576,TXN_3597806,Cookie,3,1.0,3.0,Credit Card,DK/NS,2023-12-11
4577,TXN_7897119,Juice,4,3.0,12.0,DK/NS,In-store,2023-05-27
4578,TXN_2245037,Coffee,2,2.0,4.0,DK/NS,DK/NS,2023-10-18
4579,TXN_4833378,Cake,5,3.0,15.0,Digital Wallet,DK/NS,2023-10-15
4580,TXN_7055306,Salad,1,5.0,5.0,DK/NS,Takeaway,2023-03-09
4581,TXN_9135433,Cookie,4,1.0,4.0,DK/NS,In-store,2023-12-18
4582,TXN_1715684,Smoothie,1,4.0,4.0,DK/NS,In-store,2023-07-13
4583,TXN_9073440,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-08-28
4584,TXN_4089355,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-02-18
4585,TXN_3834078,Juice,1,3.0,3.0,DK/NS,In-store,2023-01-29
4586,TXN_5048650,Smoothie,2,4.0,8.0,Cash,Takeaway,2023-11-18
4587,TXN_1882700,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-04-18
4588,TXN_2112911,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-09-18
4589,TXN_7568316,Cake,2,3.0,6.0,Credit Card,DK/NS,2023-11-28
4590,TXN_3642982,Coffee,5,2.0,10.0,Cash,DK/NS,2023-10-04
4591,TXN_4475094,Sandwich,3,4.0,12.0,DK/NS,DK/NS,2023-08-12
4592,TXN_6768812,Coffee,4,2.0,8.0,DK/NS,DK/NS,2023-03-30
4593,TXN_1419669,Cake,5,3.0,15.0,Cash,Takeaway,2023-03-07
4594,TXN_9810604,Cake,2,3.0,6.0,DK/NS,Takeaway,2023-04-02
4595,TXN_4791243,Cookie,5,1.0,5.0,DK/NS,Takeaway,2023-05-12
4596,TXN_5665311,Cookie,2,1.0,2.0,Credit Card,In-store,2023-05-17
4597,TXN_7920897,Salad,2,5.0,10.0,DK/NS,In-store,2023-07-29
4598,TXN_7515272,DK/NS,1,3.0,3.0,DK/NS,DK/NS,2023-08-12
4599,TXN_5453836,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-05-29
4600,TXN_5578796,Tea,4,1.5,6.0,DK/NS,In-store,2023-04-27
4601,TXN_8620592,Smoothie,2,4.0,8.0,DK/NS,In-store,2023-07-14
4602,TXN_7402846,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-10-11
4603,TXN_9487214,Coffee,5,2.0,10.0,DK/NS,DK/NS,2023-03-25
4604,TXN_2274702,Cookie,5,1.0,5.0,Credit Card,In-store,2023-12-11
4605,TXN_2701016,Cake,5,3.0,15.0,Digital Wallet,DK/NS,2023-03-06
4606,TXN_8809853,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-10-29
4607,TXN_7683607,Cake,1,3.0,3.0,Cash,DK/NS,2023-03-17
4608,TXN_2402928,Coffee,4,2.0,8.0,Cash,DK/NS,2023-10-20
4609,TXN_6516391,Cake,2,3.0,6.0,Digital Wallet,DK/NS,2023-06-16
4610,TXN_9685326,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-07
4611,TXN_6181456,Cookie,1,1.0,1.0,DK/NS,Takeaway,2023-05-08
4612,TXN_9858627,Juice,4,3.0,12.0,DK/NS,DK/NS,2023-01-22
4613,TXN_9923613,Sandwich,4,4.0,16.0,DK/NS,In-store,2023-11-08
4614,TXN_7656770,Coffee,1,2.0,2.0,Credit Card,DK/NS,2023-12-24
4615,TXN_4092551,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-10-11
4616,TXN_9894204,Coffee,2,2.0,4.0,Cash,Takeaway,2023-08-08
4617,TXN_7241288,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-04-11
4618,TXN_9833195,Coffee,2,2.0,4.0,DK/NS,Takeaway,2023-03-03
4619,TXN_9153854,Sandwich,2,4.0,8.0,DK/NS,In-store,2023-04-04
4620,TXN_1436851,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-07-28
4621,TXN_8598575,Sandwich,4,4.0,16.0,Digital Wallet,DK/NS,2023-11-14
4622,TXN_1417871,Salad,3,5.0,15.0,Cash,Takeaway,2023-03-12
